RelativePath,Name,Extension,Size_bytes,Hash_MD5,Dimensions,Folder
assimilation/DA_smap_nocdf_noirr_2016/DA_smap_nocdf_noirr_2016_innovation_map.png,DA_smap_nocdf_noirr_2016_innovation_map.png,.png,287573,f3d542da323fe0a898ba53436902c8c2,2610x1887,assimilation
assimilation/DA_smap_nocdf_noirr_2016/DA_smap_nocdf_noirr_2016_innovation_map.json,DA_smap_nocdf_noirr_2016_innovation_map.json,.json,464,518a64d86f1b10d0c39e0b31fd7fbf83,N/A,assimilation
assimilation/DA_smap_nocdf_noirr_2016/Fig06_spread_diagnostics_consistency_check_DA-noCDF-noIRR_2016.png,Fig06_spread_diagnostics_consistency_check_DA-noCDF-noIRR_2016.png,.png,422651,aa3a184e1e4ad94b11f00c28ca09d9e5,4134x1551,assimilation
assimilation/DA_smap_nocdf_noirr_2016/Fig04b_mean_soil_moisture_increment_DA-noCDF-noIRR_2016.png,Fig04b_mean_soil_moisture_increment_DA-noCDF-noIRR_2016.png,.png,266625,5061a1207f227b30825d660fe4cfc737,2586x1887,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_obs_count.png,DA_smap_cdf_noirr_2016_obs_count.png,.png,272981,d8da6f55d41c960be43c75794563959c,2605x1866,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_seasonal_increments.json,DA_smap_cdf_noirr_2016_seasonal_increments.json,.json,590,8cf0f9be4481e878a33d4e0ee58513ed,N/A,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_increment_map.png,DA_smap_cdf_noirr_2016_increment_map.png,.png,263263,6f1f2fb9ed99bfd3b6cbd69de45b86e5,2586x1887,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_spread_consistency.json,DA_smap_cdf_noirr_2016_spread_consistency.json,.json,489,a609b23a7ae1c16b64c9f0edecccf15c,N/A,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_spread_comparison.json,DA_smap_cdf_noirr_2016_spread_comparison.json,.json,496,5fa41966ee98d84dc8e30fd16ba25d42,N/A,assimilation
assimilation/DA_smap_cdf_noirr_2016/Fig04c_soil_moisture_increment_distribution_DA-noCDF-noIRR_2016.png,Fig04c_soil_moisture_increment_distribution_DA-noCDF-noIRR_2016.png,.png,137349,bfd486d044b4270dbb4f93dbd01fb9db,2291x1695,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_innovation_map.png,DA_smap_cdf_noirr_2016_innovation_map.png,.png,299414,c461631cb420be73d1959ad237aadf6f,2610x1887,assimilation
assimilation/DA_smap_cdf_noirr_2016/Fig04a_mean_innovation_observation_space_DA-noCDF-noIRR_2016.png,Fig04a_mean_innovation_observation_space_DA-noCDF-noIRR_2016.png,.png,311708,0116747928d2d39f36b3cf6f7cf5e897,2610x1887,assimilation
assimilation/DA_smap_cdf_noirr_2016/Fig02_smap_assimilation_frequency_DA-noCDF-noIRR_2016.png,Fig02_smap_assimilation_frequency_DA-noCDF-noIRR_2016.png,.png,317059,dd53401d81aae9ad3bc840a53f90bd2d,3296x1652,assimilation
assimilation/DA_smap_cdf_noirr_2016/Fig01_smap_assimilated_observation_count_DA-noCDF-noIRR_2016.png,Fig01_smap_assimilated_observation_count_DA-noCDF-noIRR_2016.png,.png,290354,1d387ceb6a25d8eeb59e0257bcc92a1b,2605x1866,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_increment_map.json,DA_smap_cdf_noirr_2016_increment_map.json,.json,522,e415ab42a3106f56dcd3c7618e0f7969,N/A,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_seasonal_increments.png,DA_smap_cdf_noirr_2016_seasonal_increments.png,.png,388622,c90cdf85bdae0efe7df872a71b42476e,3957x1573,assimilation
assimilation/DA_smap_cdf_noirr_2016/Fig05_wet_dry_season_increment_comparison_DA-noCDF-noIRR_2016.png,Fig05_wet_dry_season_increment_comparison_DA-noCDF-noIRR_2016.png,.png,388932,4daf72dd19293ecd0eb9545e3b8c550b,3957x1573,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_assim_frequency.json,DA_smap_cdf_noirr_2016_assim_frequency.json,.json,433,95aae4a64d6ef7d0fcd02b2ddfbee7a7,N/A,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_innovation_map.json,DA_smap_cdf_noirr_2016_innovation_map.json,.json,456,091a52d8165a49179c93b425e6ff22d5,N/A,assimilation
assimilation/DA_smap_cdf_noirr_2016/Fig07_spread_related_diagnostics_obsspace_vs_state_DA-noCDF-noIRR_2016.png,Fig07_spread_related_diagnostics_obsspace_vs_state_DA-noCDF-noIRR_2016.png,.png,537943,c15517135972a669b3069212fcc5b086,4043x2913,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_increment_histogram.png,DA_smap_cdf_noirr_2016_increment_histogram.png,.png,116045,432bbd64287a8513e720a196dc4f1450,2291x1695,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_increment_histogram.json,DA_smap_cdf_noirr_2016_increment_histogram.json,.json,458,848f69ee011a606bb1f105f175b23d04,N/A,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_spread_consistency.png,DA_smap_cdf_noirr_2016_spread_consistency.png,.png,405889,c43eb3252356900c0fceba4ff3f394c7,4134x1551,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_assim_frequency.png,DA_smap_cdf_noirr_2016_assim_frequency.png,.png,318039,572da3b899cd3df5e6bad7b31b84cb90,3296x1652,assimilation
assimilation/DA_smap_cdf_noirr_2016/DA_smap_cdf_noirr_2016_obs_count.json,DA_smap_cdf_noirr_2016_obs_count.json,.json,431,681d6778ef84adef84a32d7fb2b26af5,N/A,assimilation
assimilation/DA_smap_cdf_noirr_2016/Fig06_spread_diagnostics_consistency_check_DA-noCDF-noIRR_2016.png,Fig06_spread_diagnostics_consistency_check_DA-noCDF-noIRR_2016.png,.png,435331,eeebf3044d8b2a5708c3c7aad22ec585,4134x1551,assimilation
assimilation/DA_smap_cdf_noirr_2016/Fig04b_mean_soil_moisture_increment_DA-noCDF-noIRR_2016.png,Fig04b_mean_soil_moisture_increment_DA-noCDF-noIRR_2016.png,.png,258453,9fef50eab98a07f916eee8712ad98b60,2586x1887,assimilation
domain/01_domain_sebou_saiss_abhs.png,01_domain_sebou_saiss_abhs.png,.png,89641,5f92b628220f5293879a0cf2af620d1a,1500x1200,domain
domain/Fig0_c_topography.png,Fig0_c_topography.png,.png,327957,1fcd3a9249f7046216b338db0255748b,2433x1538,domain
domain/Fig0_b_soil_texture.png,Fig0_b_soil_texture.png,.png,297225,47e49c87e425ad1aec6fdc2e0b42fea7,3379x1925,domain
domain/Fig0_d_basins_and_insitudata.png,Fig0_d_basins_and_insitudata.png,.png,577462,1a08dd5a4e73f305afcf71175577a249,2497x2068,domain
domain/Fig0_a_landcover.png,Fig0_a_landcover.png,.png,403318,c49f90363f5f5e6ff453149a4106a857,3632x1925,domain
hydrology/runoff_partitioning/resolved_config.yaml,resolved_config.yaml,.yaml,2230,1ebb1c215d6fd74c4b5bfa512f183147,N/A,hydrology
hydrology/runoff_partitioning/05_runoff_partitioning_fraction_monthly_2016.png,05_runoff_partitioning_fraction_monthly_2016.png,.png,360770,c965ac8a9fe96eae2f86c20a94e0490f,6745x2743,hydrology
hydrology/runoff_partitioning/04_runoff_partitioning_monthly_2016.pdf,04_runoff_partitioning_monthly_2016.pdf,.pdf,24334,2b02c96b62e33118bef397edfe35a975,N/A,hydrology
hydrology/runoff_partitioning/05_runoff_partitioning_fraction_monthly_2016.pdf,05_runoff_partitioning_fraction_monthly_2016.pdf,.pdf,19238,96d3d68f86e23952ce5864a13ea1ba2c,N/A,hydrology
hydrology/runoff_partitioning/04_runoff_partitioning_monthly_2016.png,04_runoff_partitioning_monthly_2016.png,.png,488721,b2cb3b035ab453da69757b2c32007cbc,6692x2743,hydrology
hydrology/runoff_partitioning/processing_log.yaml,processing_log.yaml,.yaml,3002,d748726071a6df17fb1876ba8cccb93c,N/A,hydrology
hydrology/surface_runoff/resolved_config.yaml,resolved_config.yaml,.yaml,4301,f1ee26c623eaae902585f107089d58a3,N/A,hydrology
hydrology/surface_runoff/surface_runoff_domain_mean_timeseries_2016.png,surface_runoff_domain_mean_timeseries_2016.png,.png,368055,fd4a72e3433aa1477beb1ba11ff264f3,3004x1204,hydrology
hydrology/surface_runoff/surface_runoff_domain_mean_timeseries_2016.json,surface_runoff_domain_mean_timeseries_2016.json,.json,314,af4dfd1bb997963ff01e7003f5a2502d,N/A,hydrology
hydrology/surface_runoff/01_surface_runoff_annual_mean_2016.png,01_surface_runoff_annual_mean_2016.png,.png,470271,e3a97d1ba4963da90c5fa13fd83ad56b,10151x2705,hydrology
hydrology/surface_runoff/03_surface_runoff_domain_mean_timeseries_2016.png,03_surface_runoff_domain_mean_timeseries_2016.png,.png,884612,745a9a6703c13ba6e399716b92fc35cb,5936x3993,hydrology
hydrology/surface_runoff/03_surface_runoff_domain_mean_timeseries_2016.pdf,03_surface_runoff_domain_mean_timeseries_2016.pdf,.pdf,29203,e3d0df83e46b68f105bd18e1010bcb2a,N/A,hydrology
hydrology/surface_runoff/surface_runoff_differences_2016.json,surface_runoff_differences_2016.json,.json,297,a3a8d1feec6476922b06cac844c68061,N/A,hydrology
hydrology/surface_runoff/02_surface_runoff_differences_2016.pdf,02_surface_runoff_differences_2016.pdf,.pdf,102090,7c227aa4d01107544dbda43734a3f6db,N/A,hydrology
hydrology/surface_runoff/surface_runoff_differences_2016.png,surface_runoff_differences_2016.png,.png,201137,0d810770aadb8d188274d01b97300ff2,4204x1354,hydrology
hydrology/surface_runoff/surface_runoff_annual_mean_2016.png,surface_runoff_annual_mean_2016.png,.png,138519,ba18b26c4697543f5d57bc8c856d88b0,4204x1354,hydrology
hydrology/surface_runoff/surface_runoff_annual_mean_2016.json,surface_runoff_annual_mean_2016.json,.json,299,93eebd15303f2797a4623a67d48512bf,N/A,hydrology
hydrology/surface_runoff/01_surface_runoff_annual_mean_2016.pdf,01_surface_runoff_annual_mean_2016.pdf,.pdf,117599,ad3e92c61b67c1f1fa685a6354fee12f,N/A,hydrology
hydrology/surface_runoff/02_surface_runoff_differences_2016.png,02_surface_runoff_differences_2016.png,.png,566748,ac8db0767dbeb02195946823e1ba3683,10221x2705,hydrology
hydrology/surface_runoff/processing_log.yaml,processing_log.yaml,.yaml,2190,4be6f04459555347686b36d0133154d4,N/A,hydrology
hydrology/surface_soil_moisture/resolved_config.yaml,resolved_config.yaml,.yaml,4481,f9041acf431e311088874ee1628c6543,N/A,hydrology
hydrology/surface_soil_moisture/02_surface_soil_moisture_differences_2016.pdf,02_surface_soil_moisture_differences_2016.pdf,.pdf,155869,95f86bf1e1fe00d46bbc78c330f4cb33,N/A,hydrology
hydrology/surface_soil_moisture/surface_soil_moisture_domain_mean_timeseries_2016.png,surface_soil_moisture_domain_mean_timeseries_2016.png,.png,417520,4ac8ba3006a82738713de72cc1364682,3004x1204,hydrology
hydrology/surface_soil_moisture/surface_soil_moisture_domain_mean_timeseries_2016.json,surface_soil_moisture_domain_mean_timeseries_2016.json,.json,342,068367c4402a13061dfd71e8449a4e40,N/A,hydrology
hydrology/surface_soil_moisture/surface_soil_moisture_annual_mean_2016.png,surface_soil_moisture_annual_mean_2016.png,.png,157007,f5b9ad8067376ca188be1342c780e5cf,4204x1354,hydrology
hydrology/surface_soil_moisture/03_surface_soil_moisture_domain_mean_timeseries_2016.png,03_surface_soil_moisture_domain_mean_timeseries_2016.png,.png,1052278,67173bea4bd664f954ee0eb197b20798,5936x3737,hydrology
hydrology/surface_soil_moisture/surface_soil_moisture_annual_mean_2016.json,surface_soil_moisture_annual_mean_2016.json,.json,327,ba82297e2daa323ab0d056d3427e00fd,N/A,hydrology
hydrology/surface_soil_moisture/01_surface_soil_moisture_annual_mean_2016.pdf,01_surface_soil_moisture_annual_mean_2016.pdf,.pdf,126684,786eba0cbe257d4f147dc282a7e9c31b,N/A,hydrology
hydrology/surface_soil_moisture/03_surface_soil_moisture_domain_mean_timeseries_2016.pdf,03_surface_soil_moisture_domain_mean_timeseries_2016.pdf,.pdf,31474,142e4e1801b631ab138545e220f5a7a3,N/A,hydrology
hydrology/surface_soil_moisture/surface_soil_moisture_differences_2016.png,surface_soil_moisture_differences_2016.png,.png,193743,6ae18702a0d6b6a5e0082fc50cae3aea,4204x1354,hydrology
hydrology/surface_soil_moisture/02_surface_soil_moisture_differences_2016.png,02_surface_soil_moisture_differences_2016.png,.png,652541,592ec299d075501ce93bd34ab9581d4a,10274x2705,hydrology
hydrology/surface_soil_moisture/01_surface_soil_moisture_annual_mean_2016.png,01_surface_soil_moisture_annual_mean_2016.png,.png,512078,24020551c5213eda00be26e5c3a73c78,10151x2705,hydrology
hydrology/surface_soil_moisture/surface_soil_moisture_differences_2016.json,surface_soil_moisture_differences_2016.json,.json,325,8358a0aecdb6ff490d1b3baba71b15f3,N/A,hydrology
hydrology/surface_soil_moisture/processing_log.yaml,processing_log.yaml,.yaml,2696,721944e5abcb644a6fe9953f78dc59a0,N/A,hydrology
hydrology/groundwater_storage/01_groundwater_storage_annual_mean_2016.png,01_groundwater_storage_annual_mean_2016.png,.png,592857,8519605d1d0bb052fad678d12aae60f2,10354x2680,hydrology
hydrology/groundwater_storage/groundwater_storage_annual_mean_2016.png,groundwater_storage_annual_mean_2016.png,.png,169170,442b1073a8a86b4038084abfa1214bcf,4204x1354,hydrology
hydrology/groundwater_storage/resolved_config.yaml,resolved_config.yaml,.yaml,3893,570026b222f712c5570e6ce0ea348a25,N/A,hydrology
hydrology/groundwater_storage/groundwater_storage_domain_mean_timeseries_2016.json,groundwater_storage_domain_mean_timeseries_2016.json,.json,334,a214f6beab548aecdb91e18cdf5645e2,N/A,hydrology
hydrology/groundwater_storage/groundwater_storage_differences_2016.png,groundwater_storage_differences_2016.png,.png,226176,97d8fa30e45c05152bcd170e5ca23c04,4204x1354,hydrology
hydrology/groundwater_storage/groundwater_storage_annual_mean_2016.json,groundwater_storage_annual_mean_2016.json,.json,319,da2bb4243ff632f7f09d91577808a992,N/A,hydrology
hydrology/groundwater_storage/03_groundwater_storage_domain_mean_timeseries_2016.pdf,03_groundwater_storage_domain_mean_timeseries_2016.pdf,.pdf,21267,1384289dc0329e9945dcbde63bed7d4c,N/A,hydrology
hydrology/groundwater_storage/02_groundwater_storage_differences_2016.pdf,02_groundwater_storage_differences_2016.pdf,.pdf,218475,d25dbe226f53d95a2fed49118b1b7fd8,N/A,hydrology
hydrology/groundwater_storage/01_groundwater_storage_annual_mean_2016.pdf,01_groundwater_storage_annual_mean_2016.pdf,.pdf,147015,a2fd866baa33b7bd4c48e5bc1de21633,N/A,hydrology
hydrology/groundwater_storage/groundwater_storage_domain_mean_timeseries_2016.png,groundwater_storage_domain_mean_timeseries_2016.png,.png,327631,5bce38bb4d7ea7ef82771401cd56c77e,3004x1204,hydrology
hydrology/groundwater_storage/groundwater_storage_differences_2016.json,groundwater_storage_differences_2016.json,.json,317,a96968837df583fef9b76e889f135c35,N/A,hydrology
hydrology/groundwater_storage/03_groundwater_storage_domain_mean_timeseries_2016.png,03_groundwater_storage_domain_mean_timeseries_2016.png,.png,649232,50ced3adbce996b98e6d34ddeb2ac1b9,5938x3536,hydrology
hydrology/groundwater_storage/02_groundwater_storage_differences_2016.png,02_groundwater_storage_differences_2016.png,.png,674512,58a53bf84de1fb03d88314d30f6446bf,10109x2680,hydrology
hydrology/groundwater_storage/processing_log.yaml,processing_log.yaml,.yaml,1433,5607040b1cc084026074cecad2502487,N/A,hydrology
hydrology/rootzone_soil_moisture/resolved_config.yaml,resolved_config.yaml,.yaml,4465,014ee1e3087c5b166c33b55d27f308e5,N/A,hydrology
hydrology/rootzone_soil_moisture/01_rootzone_soil_moisture_annual_mean_2016.pdf,01_rootzone_soil_moisture_annual_mean_2016.pdf,.pdf,142392,d3399880829dff12fc55bfae14b9c8b3,N/A,hydrology
hydrology/rootzone_soil_moisture/rootzone_soil_moisture_domain_mean_timeseries_2016.png,rootzone_soil_moisture_domain_mean_timeseries_2016.png,.png,317434,52b300d6c7b00aa7fa5b242d4614805b,3004x1204,hydrology
hydrology/rootzone_soil_moisture/rootzone_soil_moisture_differences_2016.png,rootzone_soil_moisture_differences_2016.png,.png,202208,df5d9e71e144345e341cc6e668984319,4204x1354,hydrology
hydrology/rootzone_soil_moisture/rootzone_soil_moisture_differences_2016.json,rootzone_soil_moisture_differences_2016.json,.json,331,3442b879eccdddc8ee08201b47516c3e,N/A,hydrology
hydrology/rootzone_soil_moisture/rootzone_soil_moisture_domain_mean_timeseries_2016.json,rootzone_soil_moisture_domain_mean_timeseries_2016.json,.json,348,32a8793560dea1953f8d5b4eac94c618,N/A,hydrology
hydrology/rootzone_soil_moisture/rootzone_soil_moisture_annual_mean_2016.png,rootzone_soil_moisture_annual_mean_2016.png,.png,185070,54a2b0f41f89ee3c31a9af42ddcb583b,4204x1354,hydrology
hydrology/rootzone_soil_moisture/02_rootzone_soil_moisture_differences_2016.pdf,02_rootzone_soil_moisture_differences_2016.pdf,.pdf,166327,da15dbe397e8b7be81040e31602aa2c2,N/A,hydrology
hydrology/rootzone_soil_moisture/rootzone_soil_moisture_annual_mean_2016.json,rootzone_soil_moisture_annual_mean_2016.json,.json,333,8d8950b5e27812c7e8c8d99ed8f43e4b,N/A,hydrology
hydrology/rootzone_soil_moisture/03_rootzone_soil_moisture_domain_mean_timeseries_2016.png,03_rootzone_soil_moisture_domain_mean_timeseries_2016.png,.png,812660,2105b84b386facf2d1a30c46c88679db,5936x3771,hydrology
hydrology/rootzone_soil_moisture/02_rootzone_soil_moisture_differences_2016.png,02_rootzone_soil_moisture_differences_2016.png,.png,660192,3395dd1b2597df7979b3c1a21404187d,10274x2705,hydrology
hydrology/rootzone_soil_moisture/03_rootzone_soil_moisture_domain_mean_timeseries_2016.pdf,03_rootzone_soil_moisture_domain_mean_timeseries_2016.pdf,.pdf,29814,d512cdcd5a7b47da9b697401cbc0acf0,N/A,hydrology
hydrology/rootzone_soil_moisture/01_rootzone_soil_moisture_annual_mean_2016.png,01_rootzone_soil_moisture_annual_mean_2016.png,.png,534527,c58d7e9b2e29371bd5fa897e48adbc69,10151x2705,hydrology
hydrology/rootzone_soil_moisture/processing_log.yaml,processing_log.yaml,.yaml,1500,9ff8e645669eccc6f346f936f5654480,N/A,hydrology
hydrology/water_table_depth/water_table_depth_differences_2016.png,water_table_depth_differences_2016.png,.png,209357,5232a7c27a093764e8522b84a9502eb9,4204x1354,hydrology
hydrology/water_table_depth/resolved_config.yaml,resolved_config.yaml,.yaml,4353,c95d6b1ea2642d10564800299a42aaa3,N/A,hydrology
hydrology/water_table_depth/water_table_depth_annual_mean_2016.json,water_table_depth_annual_mean_2016.json,.json,311,d2103621d7428bd0f513f9a164774c1e,N/A,hydrology
hydrology/water_table_depth/01_water_table_depth_annual_mean_2016.png,01_water_table_depth_annual_mean_2016.png,.png,469562,0c83ca19a9c12c9254791a517eb829ca,10151x2705,hydrology
hydrology/water_table_depth/03_water_table_depth_domain_mean_timeseries_2016.png,03_water_table_depth_domain_mean_timeseries_2016.png,.png,662850,e11b8977180a7154f11cd47896a11800,5940x3615,hydrology
hydrology/water_table_depth/03_water_table_depth_domain_mean_timeseries_2016.pdf,03_water_table_depth_domain_mean_timeseries_2016.pdf,.pdf,20945,9fd5322224b12d097d132e9fb07e48d8,N/A,hydrology
hydrology/water_table_depth/water_table_depth_differences_2016.json,water_table_depth_differences_2016.json,.json,309,3f09311d8bde4bcd279d2f9635a03bcc,N/A,hydrology
hydrology/water_table_depth/water_table_depth_domain_mean_timeseries_2016.png,water_table_depth_domain_mean_timeseries_2016.png,.png,226911,5675a83f62938c17ced73d477bc78d27,3004x1204,hydrology
hydrology/water_table_depth/water_table_depth_annual_mean_2016.png,water_table_depth_annual_mean_2016.png,.png,167268,1572fc292c9bda3a3b1fdb010918b288,4204x1354,hydrology
hydrology/water_table_depth/water_table_depth_domain_mean_timeseries_2016.json,water_table_depth_domain_mean_timeseries_2016.json,.json,326,0b2577a8aa801fcb3ab748d20800f5a4,N/A,hydrology
hydrology/water_table_depth/01_water_table_depth_annual_mean_2016.pdf,01_water_table_depth_annual_mean_2016.pdf,.pdf,121624,8d0d9c972e3584c9bed076a0c0a8f03a,N/A,hydrology
hydrology/water_table_depth/02_water_table_depth_differences_2016.png,02_water_table_depth_differences_2016.png,.png,652490,0556ab06bfbf2508d999d813e6079e89,10221x2705,hydrology
hydrology/water_table_depth/02_water_table_depth_differences_2016.pdf,02_water_table_depth_differences_2016.pdf,.pdf,180686,9b2cf7f05050d987c8fd4c4f5383ded1,N/A,hydrology
hydrology/water_table_depth/processing_log.yaml,processing_log.yaml,.yaml,2620,9ea828e70651ac485ffcdd41b36d62f3,N/A,hydrology
hydrology/total_runoff/01_total_runoff_annual_mean_2016.pdf,01_total_runoff_annual_mean_2016.pdf,.pdf,126846,0df2fe9187d0a400e56c1b3bd90ca04a,N/A,hydrology
hydrology/total_runoff/resolved_config.yaml,resolved_config.yaml,.yaml,4420,571f38e193235885a03653a7739fcc6f,N/A,hydrology
hydrology/total_runoff/total_runoff_differences_2016.png,total_runoff_differences_2016.png,.png,177203,67c4438e00bf2be13e048b55149f1dac,4204x1354,hydrology
hydrology/total_runoff/02_total_runoff_differences_2016.pdf,02_total_runoff_differences_2016.pdf,.pdf,127662,b7cd6d2643719f35048101da8aa1cc0b,N/A,hydrology
hydrology/total_runoff/total_runoff_domain_mean_timeseries_2016.png,total_runoff_domain_mean_timeseries_2016.png,.png,430157,3f9a5424e26f84f4e7c941574d2e4de0,3004x1204,hydrology
hydrology/total_runoff/total_runoff_differences_2016.json,total_runoff_differences_2016.json,.json,289,67ce617723327d44bd096ce24cb7fa84,N/A,hydrology
hydrology/total_runoff/total_runoff_domain_mean_timeseries_2016.json,total_runoff_domain_mean_timeseries_2016.json,.json,306,5d34d4056ae8ecfb89ccd800740a2319,N/A,hydrology
hydrology/total_runoff/01_total_runoff_annual_mean_2016.png,01_total_runoff_annual_mean_2016.png,.png,471500,ead8fbd7a56adf3398bbb6673054c767,10151x2705,hydrology
hydrology/total_runoff/total_runoff_annual_mean_2016.png,total_runoff_annual_mean_2016.png,.png,136651,03c49debc56e5d0f88123ee04fb26203,4204x1354,hydrology
hydrology/total_runoff/total_runoff_annual_mean_2016.json,total_runoff_annual_mean_2016.json,.json,291,04bc4ad01364248fe6241568538c0ed8,N/A,hydrology
hydrology/total_runoff/03_total_runoff_domain_mean_timeseries_2016.png,03_total_runoff_domain_mean_timeseries_2016.png,.png,978056,073bffaa5bd293a9a1bf74f320b8803b,5935x3927,hydrology
