filepath,type,dependency_class,hash
src/opl_vs_da/plot_basin_timeseries.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,af8b0d9cd8e93cf018f4650db860de0fab12cf49c6c23aacbfd22ab9c4e90b9d
src/figure_export/main.py,PYTHON_SCRIPT,PRESERVED_UNUSED,1122cd0856d090d2831545f3529528cdd7c606340b5b08a9c8171ab28e798513
src/external_validation/evaluate_streamflow.py,PYTHON_SCRIPT,PRESERVED_UNUSED,7b27ff9abe34ab382879ae477f3401f802851d49c43900d31a441324a8ba759f
src/external_validation/evaluate_extremes.py,PYTHON_SCRIPT,PRESERVED_UNUSED,497cb334d36c3aa3f587f76b400ac0d1170c466b6d7cc972a484a330b8d9ba00
src/external_validation/config.py,PYTHON_SCRIPT,PRESERVED_UNUSED,fbb0aaaf93c35004e5a611cd3753c21e9199742b6adac59bd732822dc45387f1
src/external_validation/evaluate_gldas.py,PYTHON_SCRIPT,PRESERVED_UNUSED,a3733304cb6f4c98f6f70e5c2a3b30d33226f7a13324d1cc010d88070e556f88
src/external_validation/lai_anomalies.py,PYTHON_SCRIPT,PRESERVED_UNUSED,80968fa26cdea7352398356cdd526a2e6f11e75627d8ff5f375936e3db893054
src/external_validation/plot_time_series.py,PYTHON_SCRIPT,PRESERVED_UNUSED,e0ce9d65e7dc86a469ff4eb5fdb7ba447528fdd1f0367b530d92314ff53fe9f3
src/external_validation/plot_spatial_maps.py,PYTHON_SCRIPT,PRESERVED_UNUSED,084c9c67230188006de97d0d6045acf2a46ec21ab15f897227d5b0781c6afebb
src/external_validation/correlations.py,PYTHON_SCRIPT,PRESERVED_UNUSED,1e9de7047c22999872aeb522e06d6c3222337fcd7fb8e89208880a4ea62599de
src/external_validation/evaluate_ecosystems.py,PYTHON_SCRIPT,PRESERVED_UNUSED,50c81a3358f1497249ce0d10c95a18f8e25a40310fc9bf4003fedd804bbde6e1
src/external_validation/main.py,PYTHON_SCRIPT,PRESERVED_UNUSED,ff476bca343fa0e2465b07031e9a5a04c1f426f3eee92daab9e52bd9e1805ea6
src/external_validation/landcover_statistics.py,PYTHON_SCRIPT,PRESERVED_UNUSED,239c5f5877809e7f9e9d630948f495512c06c6ecc13c53e2a9a5e8b60b057127
src/paper_reproductions/__init__.py,PYTHON_SCRIPT,EXPERIMENTAL,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
src/paper_reproductions/nie2022/fig08_drought_area_timeseries.py,PYTHON_SCRIPT,EXPERIMENTAL,43b1fa8d89772c245e343533947917649f457883df872063bc1dc076a7d0a4eb
src/paper_reproductions/nie2022/fig10_lai_anomaly_maps.py,PYTHON_SCRIPT,EXPERIMENTAL,018aa34480475ecf0c4c088835b4749d5460bbff5e18f41ded03d19424e33d92
src/paper_reproductions/nie2022/fig02_flux_correlation_maps.py,PYTHON_SCRIPT,EXPERIMENTAL,91a05165d77f32b899bd69c637831b050ab299078d6f25cf57ec0b8aba93e48f
src/paper_reproductions/nie2022/fig03_landcover_correlation_boxplots.py,PYTHON_SCRIPT,EXPERIMENTAL,f08f88d0bc824e88de34941a528e5664cf7c93109f411ed0aad15121a1ac5aa8
src/paper_reproductions/nie2022/fig09_drought_area_scatterplots.py,PYTHON_SCRIPT,EXPERIMENTAL,7d579b54d5ba3737976495612f97317612c3139950643afef0245f1b2aa5391a
src/paper_reproductions/nie2022/fig04_lai_seasonality_comparison.py,PYTHON_SCRIPT,EXPERIMENTAL,33bf87cd1040a2a97a46013dace99969f9caad5b9b4c20bd6dc8bb1b25aef479
src/paper_reproductions/nie2022/__init__.py,PYTHON_SCRIPT,EXPERIMENTAL,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
src/assimilation_diagnostics/utils.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,b874b5b91ac7258ecc77aba89e1cf285a2dc87ef8e5a453b8cd65bc4160e1daf
src/assimilation_diagnostics/main.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,3eb82e6c7ac84843d72601ac3bd85ee3f7d97070f5c10852d6ddbc7582311086
src/assimilation_diagnostics/diagnostics/diag_coverage.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,fcc0aa33597dff7c19828451e93b8c3a52b7ccd0eea92f4a977a279628628772
src/assimilation_diagnostics/diagnostics/diag_spread.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,2a56e09a5bbf1f691787f359432aba51fffe743e86835ea01515f5b85c700bb1
src/assimilation_diagnostics/diagnostics/diag_seasonal_increments.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,3f7eae320353cfa821cb3ecf4d7dff7e377022dd9592ea425df442162abcdf6a
src/assimilation_diagnostics/diagnostics/__init__.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
src/assimilation_diagnostics/diagnostics/diag_innovations.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,a1b537f3a08ac30b0b7b1db46b7cce45233ef33f548cde72b8a84ed67156b5e4
src/_archive_scripts/test_innov2.py,PYTHON_SCRIPT,PRESERVED_UNUSED,ce915d363b00131b0c9fbe8096f5c08d6642882bddf170471a39f6e66e951f67
src/_archive_scripts/test_innov.py,PYTHON_SCRIPT,PRESERVED_UNUSED,db7514ba49b1b8bb5bd35445eb0f045a14bed0ddc260d6a3caeed796edca04e9
src/_archive_scripts/patch_innov.py,PYTHON_SCRIPT,PRESERVED_UNUSED,ae6b0a1f321e0cde085505cf03b8e1e5c4e8c198bbdde007ca24078f0d1f33b7
src/_archive_scripts/analysis_and_budgets/fig04_runoff_irrigation.py,PYTHON_SCRIPT,PRESERVED_UNUSED,0f3aca601b8799446e62cc8f4f08d4205c2dffacbbe6381fe18c6351cf87adcd
src/_archive_scripts/analysis_and_budgets/fig13_14_spatial_impact_drivers.py,PYTHON_SCRIPT,PRESERVED_UNUSED,fd4877748649a30f933503a13a8fa4b8f7255a75c211e9507969a3c6ba17e64c
src/_archive_scripts/analysis_and_budgets/compare_opl_da.py,PYTHON_SCRIPT,PRESERVED_UNUSED,2b42da26d10f2ed1315c67354c0819b4fb4654479382bfad4ab6abe3bed524e5
src/_archive_scripts/analysis_and_budgets/fig05_runoff_decomposition.py,PYTHON_SCRIPT,PRESERVED_UNUSED,087f5d4425f2295c1ed3a47c132e43d8ececaf410baf90e3ca68e79c0c58edc1
src/_archive_scripts/analysis_and_budgets/config_postproc.py,PYTHON_SCRIPT,PRESERVED_UNUSED,d4ea985eb9fd008080cda34c6c8f9fac47d417c44a27a3abb71d3ff091d3f065
src/_archive_scripts/analysis_and_budgets/eval_water_budget.py,PYTHON_SCRIPT,PRESERVED_UNUSED,b206935f009a2b90f6edba30bbef435d6019321ae31b1b73a31fa43d0e4809da
src/_archive_scripts/analysis_and_budgets/supp_statistical_analysis.py,PYTHON_SCRIPT,PRESERVED_UNUSED,14c776bd7f3d474c6293a24fe3661b141acf6969c95e0801f3e79f650339b480
src/_archive_scripts/analysis_and_budgets/eval_da_stats.py,PYTHON_SCRIPT,PRESERVED_UNUSED,3490a5fabe87d94b17208ee739f0d75e67b9f0495ad2159c40c01dc14d3975d8
src/_archive_scripts/opl_vs_da/core.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,7c33b433607291c4e1d772a338c83c3ea3d23005e91268037191fec6a179b67f
src/_archive_scripts/opl_vs_da/utils.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,ac98352915b03d1cbc1057349aa3530dd71663666cbeddc344229c1a0aa4b90d
src/_archive_scripts/opl_vs_da/config_postproc.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,c75c66694fa30929e77860e739a37ed602f9026b1c2a74c8462c68a415bc9a6c
src/_archive_scripts/opl_vs_da/main.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,bcb6885c8fcabab5aacd2233ac78431136ebd80ae8d1ac4f798eb700fb16ed94
src/_archive_scripts/utils/utils_eval.py,PYTHON_SCRIPT,PRESERVED_UNUSED,c5c8a76aa67092a9d65d11b10659f6887a7fc508eb7b95bf6fcb63ffc8bf0227
src/_archive_scripts/utils/config_postproc.py,PYTHON_SCRIPT,PRESERVED_UNUSED,a36dc483ac17f33b9d2525c3d7dc9829e67715dd3e9a51e99b0663f88b170447
src/_archive_scripts/preliminary_study/pdf_report.py,PYTHON_SCRIPT,PRESERVED_UNUSED,01967c1bee29ac3a07913b198d1d0a28f6212d3aff27338925fdf6dff5297a2a
src/_archive_scripts/preliminary_study/main_prelim.py,PYTHON_SCRIPT,PRESERVED_UNUSED,cc73b3c4755783f12076bceecf5541304fc9df884c1d5d05ddd3f5f59c062162
src/_archive_scripts/preliminary_study/plot_figures.py,PYTHON_SCRIPT,PRESERVED_UNUSED,1c0226bf344826952b969447d2ff97452907aaafab27de15d71b11e31fedf133
src/_archive_scripts/preliminary_study/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,2a37cfbe936db7f19a643524330dbe570ee2459b77c49e72764f032ea0626235
src/_archive_scripts/assimilation_diagnostics_old/plot_innovation.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,ea04175fad2ef2760092915d17527ec8f1168b3ac5d385d78cd4f4fd239fc047
src/_archive_scripts/assimilation_diagnostics_old/plot_obs_coverage.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,f5533282d5f43028f110c1490a00a3d3eb9be9ac5574aab6cb197e80554adc12
src/_archive_scripts/assimilation_diagnostics_old/main_assim_diag.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,2fb247aa24a8a221fbfb38b030f1f5c89c987f3bc95e489aff199a825ab450f1
src/_archive_scripts/domain/fig01_spatial_context.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,0b2898114d6f91bf7c1ac18c25a6f1e8c4d83e838367a91eeb0a5bf43f3b51cc
src/_archive_scripts/domain/config_postproc.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,a36dc483ac17f33b9d2525c3d7dc9829e67715dd3e9a51e99b0663f88b170447
src/_archive_scripts/domain/fig01_study_domain.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,b5d53b078df103b3defc447bce2a024862c84bb81095cd19da0e11521e02c527
src/_archive_scripts/domain/fig0_domain_plots.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,bed279bad5a1c519d9848413c0e48c978cbcd2f1762d70695002b7167a590c03
src/_archive_scripts/methodology/verify_metrics_scalability.py,PYTHON_SCRIPT,PRESERVED_UNUSED,02c96c5741be0662ebef3b04962dbe1a27e1ec3739bfd0e18daa5b35be7c3569
src/_archive_scripts/methodology/config_postproc.py,PYTHON_SCRIPT,PRESERVED_UNUSED,a36dc483ac17f33b9d2525c3d7dc9829e67715dd3e9a51e99b0663f88b170447
src/_archive_scripts/methodology/fig02_methodology_flowchart.py,PYTHON_SCRIPT,PRESERVED_UNUSED,a660e89914f3b761e47b3b9ef804af817f28e6f07110cf4462c52986a1b42f38
src/utils/io_lis.py,PYTHON_SCRIPT,PRESERVED_UNUSED,d5c7e477f0d4bd4ede444b2a9de7c4c95e25d5826f84a863957c77d0d2139aa4
src/utils/io_da.py,PYTHON_SCRIPT,PRESERVED_UNUSED,86fb92db0149a83c5366a193c65f1253edeac2279bb6769b50a84010b4688ddf
src/utils/metrics.py,PYTHON_SCRIPT,PRESERVED_UNUSED,86c7861f06fea6c75d1be1277aae8e5470fab72200745e217640a90027402f9d
src/utils/masking.py,PYTHON_SCRIPT,PRESERVED_UNUSED,03bd2e421d021cf7d200ef7901c3ff009a5855caee417d0d7d6fa7f9256516fb
src/utils/spatial_stats.py,PYTHON_SCRIPT,PRESERVED_UNUSED,b2e2c2b01204d93409c3628a6dbabfe79c4e037cb1a72c578bb7a86507de2f36
src/utils/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,3d43426ee353cc0469e0c04284129f96ad8ac4081ac48e49d86b3cb14bfb53d7
src/utils/plotting_common.py,PYTHON_SCRIPT,PRESERVED_UNUSED,29239a1e7d2e5132de5618ae5fc0f9bf383d0606b8725eb36ad1402e22b6618c
src/opl_multiple_da/drought_scatter.py,PYTHON_SCRIPT,PRESERVED_UNUSED,748d9d3f6e9ec5d45e93c6e44cf8dc677263f67e1a6174435726ea05bc57d800
src/opl_multiple_da/lai_timeseries.py,PYTHON_SCRIPT,PRESERVED_UNUSED,ce01831f347bb7c7c84f365cd89082a43247e2ee5b20b08d869552f3bebc2c30
src/opl_multiple_da/drought_indices.py,PYTHON_SCRIPT,PRESERVED_UNUSED,9be52a1288b7743f575ba8111ebe5fbacd62b820bb84b23591d31a1043e5638e
src/opl_multiple_da/main.py,PYTHON_SCRIPT,PRESERVED_UNUSED,8590875a16c199c2a59195f1aa03a7307dd06cb26f5521103bf6d633e2bff15b
src/opl_multiple_da/assimilation/plot_assimilation.py,PYTHON_SCRIPT,PRESERVED_UNUSED,07fa7215715819d941c8f444cc8cf39aec8bc7afd3afcce156605f77abc277d7
src/opl_multiple_da/groundwater/plot_groundwater.py,PYTHON_SCRIPT,PRESERVED_UNUSED,2d914566c0ef11d375d95dbca8aabf9c7f07b03f0e9354e1a9702d97c3a528ad
src/opl_multiple_da/spatial_analysis/plot_spatial_analysis.py,PYTHON_SCRIPT,PRESERVED_UNUSED,dda552b01e3741b8fdd3a3071f0b6747ea67ecc6b7b70c82c11a816b52791512
src/opl_multiple_da/soil_moisture/plot_soil_moisture.py,PYTHON_SCRIPT,PRESERVED_UNUSED,ee8ba7e7975c48eb9cbc7fc8be950704d45492b456afc4d0b841393519f3801b
src/opl_multiple_da/synthesis/plot_comprehensive.py,PYTHON_SCRIPT,PRESERVED_UNUSED,98e080d28309abeb0301111aa341bb29a60fd3ac5984bf3f70c25d0ccc3607e0
src/opl_multiple_da/synthesis/plot_synthesis.py,PYTHON_SCRIPT,PRESERVED_UNUSED,cc5652d495ee2a7f4b047c66a686722bfdeb245477bba07782fc68bb5a5a923d
src/opl_multiple_da/streamflow/plot_streamflow.py,PYTHON_SCRIPT,PRESERVED_UNUSED,d968891d7c44871fe1fe19749bd9621995dfd4c18cd7cfca03557fef50e2137d
src/opl_multiple_da/validation/plot_validation.py,PYTHON_SCRIPT,PRESERVED_UNUSED,25cf7d0006017615916cb1a9f39b3b84cc4dced4b6fee0684727db70be2c4851
src/opl_multiple_da/fluxes/plot_fluxes.py,PYTHON_SCRIPT,PRESERVED_UNUSED,acc258e6700725629dd87c09cd69783f8644bdd4999333ca4e2cff943fc8eaa1
src/opl_multiple_da/runoff/plot_runoff.py,PYTHON_SCRIPT,PRESERVED_UNUSED,8b8efaaf426a530fd51210ea51fe49e0a6f63dbd03a3db305f0c41ba9d7d1f19
src/domain/plot_domain_map.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,1065a3032619ba7eb0f6629e5a06b405745c6d808053b6102e418a1fafb456a1
src/domain/main.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,be56564eead7d34da9df19e17c51ca326128554ee97824c9368df412b99a926e
src/lis_postproc/runner.py,PYTHON_SCRIPT,PRESERVED_UNUSED,fbad3d5665f2651b5960b3ce6153483fc41d323074257b17aa9fec46277c8c68
src/lis_postproc/cli.py,PYTHON_SCRIPT,PRESERVED_UNUSED,cee9215023d75e654e77dc43f634b5289d80897c1f259f129b3ebf3fb04084bc
src/lis_postproc/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,ff154a084e5bb10bc1193a29c700c82d8eb226188305df8341f4d3db0c7befdf
src/lis_postproc/diagnostics/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,eb5b0bb7697183aa1df9a6228c040e119e786ef0c5a7857a8b8ab9282a23f6e4
src/lis_postproc/diagnostics/water_balance/variable_audit.py,PYTHON_SCRIPT,PRESERVED_UNUSED,06e5c98a3716c748ae14d8d7ea4d1416959c039ab47372ee49f5ff3b9b43b32b
src/lis_postproc/diagnostics/water_balance/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,973082aeae9350b5dc2618b7f92540d41fba536f524067a099ed3720c132b9a7
src/lis_postproc/diagnostics/assimilation/adapter.py,PYTHON_SCRIPT,PRESERVED_UNUSED,bae19cff3f0470f2c4776a7ea2dc5c6f8ad33e74b625b17b2d277dfe21d44601
src/lis_postproc/diagnostics/assimilation/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,1c2058d0c072e1467f5eb9c80ff5f899c71e4a0ca72395e84cd926c811186635
src/lis_postproc/diagnostics/hydrology/generator.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,fb8dac53b78fb54d987355f5bdba1f7b79920530c8248daa2d9aa541cde83852
src/lis_postproc/diagnostics/hydrology/__init__.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,6fa5ec9c1ef00127dd104df96dd91c9de92d08d22810693a8d8aaeb9be52c79c
src/lis_postproc/diagnostics/quality_control/quality_control.py,PYTHON_SCRIPT,PRESERVED_UNUSED,af1c5d4ae53b4748425352deaa43a73c3f6e6c5916196d59eee8bde0b1a0693d
src/lis_postproc/diagnostics/quality_control/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,9420642206fc5527ab02df97ea9bb21aaf6b5b12e8020c434e369f7f40a4afaf
src/lis_postproc/diagnostics/domain/adapter.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,7b1ef3a5ea5ae52f55b4a3e41f16a021622be200b9458e3c2bd3f00133b96aef
src/lis_postproc/diagnostics/domain/__init__.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,20d4162bd8e60a944102e7d4b7708d6a93b386c46e084d8b62d61efddde70d46
src/lis_postproc/core/experiments.py,PYTHON_SCRIPT,PRESERVED_UNUSED,75f5efd4cdb291b2d339b4cb8f43cedf369b5ca59d44edb500caf9337d9c704f
src/lis_postproc/core/capabilities.py,PYTHON_SCRIPT,PRESERVED_UNUSED,e292d88b48630e827b94bc65913fc56ae07c239c040282cfa45a976e1022f11a
src/lis_postproc/core/scanner.py,PYTHON_SCRIPT,PRESERVED_UNUSED,e81ec8a33b0a256c791f92957c7c5c5c00b198cd05562792bcde3d2d4f1bf5c0
src/lis_postproc/core/config.py,PYTHON_SCRIPT,PRESERVED_UNUSED,e5f780e0bed4c2b7416a66db69dd6886dc217da925ca88f2f674240342d413c6
src/lis_postproc/core/recipes.py,PYTHON_SCRIPT,PRESERVED_UNUSED,3b66651b6628535c8adcfb933e64f0edb79a972440684dad4eaae74f56151fc7
src/lis_postproc/core/diagnostic_registry.py,PYTHON_SCRIPT,PRESERVED_UNUSED,edb6605e87ddb19b3c3f9ba0f7b0ebce27b91da2fb4b75ad584768c97f9ac571
src/lis_postproc/core/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,d473f4c68358945ffceceba3b504e8a0fae5508549f954b3c9e0730b8f2c0060
src/lis_postproc/core/provenance.py,PYTHON_SCRIPT,PRESERVED_UNUSED,cac76a9c3db8d198ff13fc93c19bd29a6b4cbfc3c48f3df3eefde43ca6efae70
src/lis_postproc/core/quality.py,PYTHON_SCRIPT,PRESERVED_UNUSED,7379ec13e1b9a17f0d3a2bacdc4d724f5efac7ee56e1ab2e839242251131dc13
src/lis_postproc/core/variables.py,PYTHON_SCRIPT,PRESERVED_UNUSED,61739e38411bdd1ac047d4ac27e81b8f7dd37fe099c75c9c905b58f98be93929
src/lis_postproc/utils/helpers.py,PYTHON_SCRIPT,PRESERVED_UNUSED,4ee6d8dbaa08ccfbd1fbacda5966e22b8a13a024ac31895f6daed3904590e49b
src/lis_postproc/utils/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,7ce04a163bf1f0375019f31a1093be40c799d4213353a10811dc93b4fe97c1d6
src/lis_postproc/plotting/pdf_generator.py,PYTHON_SCRIPT,PRESERVED_UNUSED,94fe4251131c23b90a8a15d15fb804e4928a562bab73be79353df06cde8666b3
src/lis_postproc/plotting/styles.py,PYTHON_SCRIPT,PRESERVED_UNUSED,54fc379796636792e08274e4e8d047b4eb6237645d2d2fa58a9533295538da7a
src/lis_postproc/plotting/maps.py,PYTHON_SCRIPT,PRESERVED_UNUSED,d7e887916ab8c540304f4c640b89fbc4c7a3fa3660ec6a4c94eeb30d49a118dc
src/lis_postproc/plotting/distributions.py,PYTHON_SCRIPT,PRESERVED_UNUSED,d2c9df10c8c6a11d0f1f256ea4a04e63065296cf31b4bf171b19c78d962f896f
src/lis_postproc/plotting/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,81b198a8f2eb07a15203a12df21ed3bd854d270dbb2eb8be90c9eba123e9dc15
src/lis_postproc/plotting/timeseries.py,PYTHON_SCRIPT,PRESERVED_UNUSED,221b523613bb52c4f05064d1a04a6980e447145319296047201ef6527599d160
src/lis_postproc/io/observations.py,PYTHON_SCRIPT,PRESERVED_UNUSED,e90b09ef5b566282580b89af4c62d8353a47708a0dc39cc8f85ed712147e89f3
src/lis_postproc/io/lis.py,PYTHON_SCRIPT,PRESERVED_UNUSED,e0ba59024e62fd04299919f92dc3e8318330a745bc0abf2f9dcd28d80206a542
src/lis_postproc/io/__init__.py,PYTHON_SCRIPT,PRESERVED_UNUSED,7c3d3b92f51fc19757c969e57c10faf6b1b5a0b13e996e93f12e8d07bd799814
src/lis_postproc/io/hymap.py,PYTHON_SCRIPT,PRESERVED_UNUSED,06201f01c491bd05d7bd0d3421248867393349135df861be6362a3367f1bd938
scripts/run_postproc.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,d568a35419e615b1776f59cd90fb44f07e8d57d8ef2ac8b9ffb953c1d99a33ef
scripts/run_hydrology_postproc.py,PYTHON_SCRIPT,BASELINE_DEPENDENCY,e8e81adf5fe471e76578266475d2c3a93eb286a9f63aaff6bc171d229801b378
